training_id,emp_id,department,training_type,training_date,duration_hours,completion_status,score,cost_per_person,trainer_type,certification
TRN00302,EMP00208,Data Analytics,Excel & BI Tools,2021-07-28,16,Completed,68,25000,Internal,0
TRN00303,EMP00450,Marketing,Project Management,2023-10-26,8,Completed,79,15000,External,0
TRN00304,EMP01656,Legal,Leadership,2022-01-03,24,Completed,74,15000,Online,1
TRN00305,EMP00134,Operations,Excel & BI Tools,2022-11-21,8,Completed,60,15000,Internal,1
TRN00306,EMP01236,Product,Data Analysis,2022-05-01,40,Completed,53,10000,Online,1
TRN00307,EMP01471,Data Analytics,Product Knowledge,2023-07-08,16,Completed,64,25000,Internal,0
TRN00308,EMP01126,HR,Excel & BI Tools,2023-06-11,40,Completed,95,5000,Internal,0
TRN00309,EMP01582,Engineering,Data Analysis,2020-01-13,16,In Progress,51,50000,Internal,1
TRN00310,EMP01311,Sales,Agile Scrum,2021-09-19,8,Completed,89,50000,Internal,0
TRN00311,EMP01632,Engineering,Sales Training,2022-03-14,8,Completed,81,25000,Internal,0
TRN00312,EMP00407,Sales,Sales Training,2022-07-14,40,In Progress,85,50000,External,0
TRN00313,EMP01681,Data Analytics,Project Management,2023-04-18,16,Completed,73,5000,External,1
TRN00314,EMP00354,Marketing,Technical Skills,2022-11-11,8,Completed,92,50000,Internal,0
TRN00315,EMP00708,Product,Communication,2023-05-11,24,Completed,77,50000,Internal,0
TRN00316,EMP01471,Data Analytics,Excel & BI Tools,2022-09-10,24,Completed,66,15000,Internal,1
TRN00317,EMP00772,Product,Sales Training,2021-11-21,8,Completed,74,5000,Internal,0
TRN00318,EMP01658,Operations,Data Analysis,2023-03-19,4,Completed,73,5000,External,0
TRN00319,EMP01110,Product,Compliance,2022-01-25,16,In Progress,97,15000,Internal,1
TRN00320,EMP00659,Engineering,Project Management,2022-02-05,4,Completed,92,15000,Internal,1
TRN00321,EMP01051,Legal,Compliance,2022-01-16,40,Completed,55,5000,Online,1
TRN00322,EMP01088,Engineering,Leadership,2024-07-18,16,Not Started,84,10000,External,0
TRN00323,EMP01265,Customer Success,Compliance,2022-06-10,4,Completed,73,15000,Internal,0
TRN00324,EMP00522,Sales,Leadership,2023-01-07,4,Completed,77,50000,Online,0
TRN00325,EMP01364,Legal,Communication,2022-11-03,24,Completed,85,50000,Internal,0
TRN00326,EMP01432,Engineering,Sales Training,2020-05-09,24,Completed,86,5000,External,0
TRN00327,EMP00854,Data Analytics,Excel & BI Tools,2022-09-11,24,Completed,82,50000,Internal,1
TRN00328,EMP00658,Engineering,Project Management,2020-11-22,8,Completed,78,15000,External,0
TRN00329,EMP01014,Finance,Product Knowledge,2023-06-28,8,Completed,83,25000,External,1
TRN00330,EMP00545,Product,Project Management,2022-10-26,8,Completed,88,10000,External,1
TRN00331,EMP01558,Customer Success,Agile Scrum,2024-07-12,16,In Progress,85,15000,External,0
TRN00332,EMP01966,Engineering,Communication,2023-06-17,24,Completed,90,10000,Internal,0
TRN00333,EMP01293,Sales,Communication,2022-07-04,40,Completed,91,5000,Internal,1
TRN00334,EMP01908,Customer Success,Excel & BI Tools,2023-01-29,4,In Progress,72,10000,Internal,1
TRN00335,EMP00029,Data Analytics,Compliance,2021-04-28,8,Completed,82,25000,Online,1
TRN00336,EMP00034,Product,Leadership,2022-04-18,4,Completed,94,15000,External,0
TRN00337,EMP00272,Engineering,Project Management,2023-11-03,8,Completed,83,50000,External,1
TRN00338,EMP01128,Customer Success,Agile Scrum,2021-12-01,40,Completed,81,50000,Internal,0
TRN00339,EMP00256,Customer Success,Compliance,2023-11-14,8,Completed,83,50000,External,0
TRN00340,EMP01388,HR,Project Management,2022-07-19,40,Completed,91,10000,External,0
TRN00341,EMP00080,Sales,Technical Skills,2024-03-19,8,Completed,79,25000,External,0
TRN00342,EMP00257,Customer Success,Project Management,2021-05-20,40,Completed,71,10000,External,0
TRN00343,EMP00485,Data Analytics,Project Management,2021-03-02,40,Completed,80,15000,External,0
TRN00344,EMP01136,Customer Success,Leadership,2021-01-08,16,Completed,78,10000,Internal,1
TRN00345,EMP01646,Engineering,Agile Scrum,2022-03-04,8,In Progress,90,15000,External,1
TRN00346,EMP01896,Customer Success,Product Knowledge,2020-09-06,8,Completed,58,5000,Internal,0
TRN00347,EMP01477,Marketing,Agile Scrum,2021-11-28,4,Completed,65,15000,Internal,0
TRN00348,EMP01979,Sales,Data Analysis,2023-10-24,4,Completed,95,10000,Online,0
TRN00349,EMP01305,Operations,Excel & BI Tools,2023-11-17,8,Completed,72,5000,External,0
TRN00350,EMP00593,Legal,Technical Skills,2023-07-28,24,Completed,97,50000,External,0
TRN00351,EMP00992,Finance,Data Analysis,2024-07-28,24,Completed,75,50000,Online,0
TRN00352,EMP00091,HR,Excel & BI Tools,2022-03-29,4,Completed,65,50000,Online,0
TRN00353,EMP01743,Engineering,Technical Skills,2024-11-25,8,Completed,52,15000,Internal,1
TRN00354,EMP00384,Customer Success,Project Management,2022-12-23,4,Completed,59,15000,External,0
TRN00355,EMP00240,Product,Agile Scrum,2020-06-30,40,Completed,67,5000,External,0
TRN00356,EMP00577,Finance,Technical Skills,2022-05-25,4,Completed,83,10000,External,0
TRN00357,EMP01851,Data Analytics,Agile Scrum,2023-02-11,4,Completed,71,10000,External,1
TRN00358,EMP01354,Operations,Agile Scrum,2020-10-02,8,Completed,72,25000,Internal,0
TRN00359,EMP00644,Data Analytics,Data Analysis,2023-06-25,40,Completed,86,25000,Online,1
TRN00360,EMP00053,Legal,Sales Training,2024-05-21,4,Completed,95,50000,Online,0
TRN00361,EMP01521,Operations,Project Management,2020-06-18,24,Completed,97,50000,External,0
TRN00362,EMP01150,Engineering,Technical Skills,2024-11-12,40,Completed,99,5000,External,0
TRN00363,EMP00962,Finance,Compliance,2022-01-28,16,Completed,65,5000,Online,0
TRN00364,EMP01258,Sales,Project Management,2021-06-22,8,Completed,62,50000,External,0
TRN00365,EMP01400,Engineering,Data Analysis,2020-07-16,40,Completed,77,10000,Online,1
TRN00366,EMP00357,Operations,Leadership,2022-07-02,24,Completed,77,25000,Internal,0
TRN00367,EMP01457,Marketing,Product Knowledge,2020-06-12,4,Completed,69,25000,External,1
TRN00368,EMP00099,Data Analytics,Product Knowledge,2024-10-12,8,Completed,52,15000,Online,1
TRN00369,EMP00273,Legal,Sales Training,2020-11-14,24,Completed,90,15000,External,1
TRN00370,EMP00210,Product,Excel & BI Tools,2022-03-04,8,Not Started,65,15000,Internal,1
TRN00371,EMP00154,Legal,Product Knowledge,2024-12-09,4,Completed,70,10000,Internal,0
TRN00372,EMP01250,Legal,Compliance,2021-10-08,40,Completed,65,25000,Online,1
TRN00373,EMP00474,Customer Success,Data Analysis,2024-07-11,40,Completed,88,25000,Internal,0
TRN00374,EMP00904,Product,Agile Scrum,2024-10-20,8,In Progress,96,5000,External,1
TRN00375,EMP01373,Customer Success,Project Management,2024-06-25,16,Completed,76,25000,External,1
TRN00376,EMP00201,Legal,Product Knowledge,2024-04-21,24,Not Started,94,50000,Internal,1
TRN00377,EMP00935,Engineering,Excel & BI Tools,2020-02-01,24,Completed,68,10000,Internal,0
TRN00378,EMP01339,Engineering,Technical Skills,2024-01-22,4,Completed,57,50000,External,1
TRN00379,EMP00654,HR,Leadership,2024-11-02,16,Completed,68,5000,Internal,0
TRN00380,EMP00185,Finance,Sales Training,2023-11-01,40,Completed,75,10000,External,0
TRN00381,EMP00843,Legal,Leadership,2022-12-27,40,Completed,89,50000,Internal,1
TRN00382,EMP00607,Customer Success,Leadership,2020-08-04,4,Not Started,77,50000,External,0
TRN00383,EMP01087,Legal,Compliance,2021-03-02,40,Completed,93,50000,Internal,0
TRN00384,EMP00425,Finance,Project Management,2021-05-27,16,In Progress,55,50000,Internal,0
TRN00385,EMP01987,HR,Leadership,2023-05-03,16,Completed,51,25000,Online,0
TRN00386,EMP00485,Data Analytics,Compliance,2022-04-11,8,Completed,91,10000,Internal,1
TRN00387,EMP00759,Data Analytics,Communication,2024-06-09,4,Completed,76,25000,External,1
TRN00388,EMP01081,Product,Leadership,2022-10-29,4,Not Started,88,25000,Internal,0
TRN00389,EMP01289,Data Analytics,Sales Training,2021-12-10,40,Completed,73,15000,Online,0
TRN00390,EMP00870,HR,Product Knowledge,2022-01-14,40,Completed,75,5000,Online,0
TRN00391,EMP01945,Engineering,Technical Skills,2022-02-21,16,In Progress,61,25000,Internal,0
TRN00392,EMP01165,Finance,Technical Skills,2022-01-23,40,In Progress,84,50000,Internal,0
TRN00393,EMP00612,Engineering,Product Knowledge,2021-10-22,16,Completed,96,15000,Internal,1
TRN00394,EMP00566,Operations,Leadership,2020-04-22,16,Completed,94,25000,External,0
TRN00395,EMP01724,HR,Product Knowledge,2023-12-25,40,Not Started,51,15000,External,0
TRN00396,EMP00051,Legal,Data Analysis,2022-06-06,40,Not Started,70,5000,Online,1
TRN00397,EMP00715,Data Analytics,Excel & BI Tools,2024-01-21,8,In Progress,75,50000,Online,0
TRN00398,EMP01652,Engineering,Communication,2021-01-24,16,Completed,80,15000,Internal,1
TRN00399,EMP00367,Data Analytics,Product Knowledge,2024-02-17,4,Completed,96,50000,External,0
TRN00400,EMP00113,Customer Success,Agile Scrum,2020-03-24,8,Completed,86,10000,Online,0
TRN00401,EMP01016,HR,Communication,2023-03-22,16,Completed,50,10000,External,1
TRN00402,EMP01657,Legal,Leadership,2023-12-28,24,Completed,75,50000,Online,1
TRN00403,EMP01380,Customer Success,Product Knowledge,2021-07-02,4,Completed,89,50000,External,0
TRN00404,EMP01241,HR,Leadership,2022-04-17,4,Completed,89,10000,Online,1
TRN00405,EMP01551,Customer Success,Communication,2022-09-01,40,Completed,81,25000,External,0
TRN00406,EMP01127,Finance,Agile Scrum,2022-06-03,40,Completed,93,50000,Internal,1
TRN00407,EMP01972,Customer Success,Leadership,2020-08-09,24,Completed,96,5000,Internal,0
TRN00408,EMP00331,Finance,Agile Scrum,2020-09-11,40,Completed,77,25000,Internal,1
TRN00409,EMP00440,Finance,Product Knowledge,2020-03-30,16,Completed,68,15000,Internal,0
TRN00410,EMP01358,Marketing,Compliance,2024-01-29,4,Completed,94,5000,Online,1
TRN00411,EMP01152,HR,Compliance,2020-04-23,16,Completed,100,10000,Online,0
TRN00412,EMP00416,HR,Product Knowledge,2022-05-16,16,Completed,70,25000,Online,1
TRN00413,EMP01941,Data Analytics,Project Management,2024-09-10,8,Completed,73,25000,External,0
TRN00414,EMP00428,Finance,Compliance,2021-01-02,4,Not Started,70,10000,External,0
TRN00415,EMP01861,Legal,Data Analysis,2024-01-19,16,Completed,77,10000,External,1
TRN00416,EMP00741,Legal,Project Management,2020-12-23,40,Completed,62,10000,External,1
TRN00417,EMP01844,Sales,Data Analysis,2024-07-04,16,Completed,53,50000,Online,1
TRN00418,EMP00635,Product,Sales Training,2020-07-31,8,Completed,89,25000,Online,0
TRN00419,EMP01753,Legal,Leadership,2022-08-28,4,Completed,66,10000,Online,0
TRN00420,EMP00511,Operations,Data Analysis,2023-05-13,24,In Progress,97,5000,External,1
TRN00421,EMP00489,Marketing,Communication,2024-02-11,24,In Progress,65,25000,Internal,1
TRN00422,EMP00314,Customer Success,Sales Training,2024-05-28,24,Completed,99,10000,External,1
TRN00423,EMP01311,Sales,Agile Scrum,2022-05-04,16,Not Started,58,10000,Internal,1
TRN00424,EMP00669,Legal,Technical Skills,2024-01-02,40,Completed,80,10000,Internal,1
TRN00425,EMP01664,Data Analytics,Leadership,2020-01-26,8,Completed,57,50000,Internal,1
TRN00426,EMP01765,Operations,Excel & BI Tools,2021-03-15,40,Completed,67,50000,External,0
TRN00427,EMP01053,Legal,Leadership,2022-04-09,4,Completed,89,5000,Online,0
TRN00428,EMP00485,Data Analytics,Communication,2022-01-30,16,Completed,66,15000,Online,0
TRN00429,EMP00989,Marketing,Excel & BI Tools,2020-02-24,16,Completed,74,15000,External,0
TRN00430,EMP00587,Data Analytics,Project Management,2023-08-28,4,Completed,69,15000,Online,0
TRN00431,EMP01340,Operations,Agile Scrum,2020-08-07,16,Completed,50,5000,External,0
TRN00432,EMP00204,Marketing,Product Knowledge,2022-05-16,8,Completed,98,5000,Internal,0
TRN00433,EMP00155,Legal,Technical Skills,2023-12-13,24,Completed,59,10000,Internal,0
TRN00434,EMP00765,Customer Success,Technical Skills,2023-11-25,40,Completed,63,50000,External,0
TRN00435,EMP01837,Data Analytics,Data Analysis,2021-01-13,24,Completed,95,50000,External,0
TRN00436,EMP00510,Operations,Product Knowledge,2024-08-15,24,Completed,68,25000,Internal,1
TRN00437,EMP01573,Data Analytics,Sales Training,2022-08-09,40,Completed,56,15000,External,1
TRN00438,EMP00452,Legal,Excel & BI Tools,2022-10-14,40,Completed,62,15000,Internal,0
TRN00439,EMP01691,Customer Success,Leadership,2024-10-07,4,Completed,76,5000,Online,0
TRN00440,EMP01493,Sales,Technical Skills,2021-05-29,40,Completed,93,10000,External,0
TRN00441,EMP00360,Sales,Communication,2024-01-08,24,Completed,85,10000,External,0
TRN00442,EMP01143,Finance,Sales Training,2024-05-29,16,Completed,90,15000,Internal,0
TRN00443,EMP00543,HR,Agile Scrum,2024-07-30,16,In Progress,95,10000,Internal,0
TRN00444,EMP01313,Customer Success,Communication,2023-08-01,8,Completed,76,15000,Internal,1
TRN00445,EMP01424,Engineering,Technical Skills,2021-01-31,4,Completed,62,5000,Online,1
TRN00446,EMP01237,Marketing,Technical Skills,2024-05-22,24,Completed,89,15000,Internal,1
TRN00447,EMP00060,Marketing,Excel & BI Tools,2020-06-09,4,Completed,80,25000,Online,1
TRN00448,EMP00554,Sales,Compliance,2022-01-30,4,Completed,52,5000,Internal,1
TRN00449,EMP00350,HR,Technical Skills,2022-12-15,16,Completed,92,15000,Internal,0
TRN00450,EMP01348,Customer Success,Agile Scrum,2021-09-14,24,Completed,71,25000,External,0
TRN00451,EMP01318,Legal,Product Knowledge,2022-04-10,4,Completed,59,50000,Internal,0
TRN00452,EMP01647,Operations,Leadership,2020-10-22,40,Completed,96,15000,External,1
TRN00453,EMP00658,Engineering,Data Analysis,2022-01-25,40,Not Started,78,5000,Internal,1
TRN00454,EMP00140,Legal,Agile Scrum,2022-05-06,16,Completed,55,5000,Internal,0
TRN00455,EMP01156,HR,Sales Training,2021-06-26,4,Completed,52,50000,External,0
TRN00456,EMP00290,Engineering,Project Management,2021-10-07,40,In Progress,58,25000,External,0
TRN00457,EMP01507,Marketing,Technical Skills,2021-04-01,4,Completed,97,5000,Internal,0
TRN00458,EMP01091,Sales,Sales Training,2021-07-29,40,Not Started,63,5000,External,0
TRN00459,EMP00866,Data Analytics,Excel & BI Tools,2024-04-27,40,Completed,97,15000,Internal,1
TRN00460,EMP00249,Legal,Project Management,2024-02-08,8,Completed,77,10000,External,0
TRN00461,EMP00961,Finance,Product Knowledge,2023-03-11,4,Completed,61,25000,Internal,0
TRN00462,EMP01088,Engineering,Product Knowledge,2024-06-02,16,Completed,83,5000,Internal,0
TRN00463,EMP00367,Data Analytics,Data Analysis,2023-07-19,8,Completed,51,5000,Online,0
TRN00464,EMP00034,Product,Product Knowledge,2023-08-28,40,Completed,72,25000,Internal,1
TRN00465,EMP00197,HR,Agile Scrum,2023-10-06,16,In Progress,53,10000,External,0
TRN00466,EMP00430,Engineering,Leadership,2021-04-16,40,Completed,50,15000,Internal,0
TRN00467,EMP00248,Sales,Excel & BI Tools,2023-02-06,4,Completed,59,5000,Internal,1
TRN00468,EMP00009,Engineering,Data Analysis,2024-12-18,8,Completed,59,15000,Internal,1
TRN00469,EMP00404,Operations,Communication,2022-04-22,24,Completed,93,5000,External,1
TRN00470,EMP00302,HR,Leadership,2021-01-24,40,Completed,83,5000,Online,1
TRN00471,EMP01794,Customer Success,Communication,2020-06-07,40,Completed,67,10000,External,0
TRN00472,EMP00157,Data Analytics,Leadership,2022-01-25,24,In Progress,87,10000,External,0
TRN00473,EMP01649,Operations,Data Analysis,2020-08-02,40,Not Started,83,50000,External,0
TRN00474,EMP00477,Marketing,Sales Training,2020-09-19,4,Completed,71,25000,Online,1
TRN00475,EMP00585,Customer Success,Product Knowledge,2022-09-29,24,In Progress,73,25000,External,0
TRN00476,EMP00521,Finance,Agile Scrum,2020-02-11,40,Completed,83,25000,Internal,0
TRN00477,EMP00956,Finance,Project Management,2020-02-26,16,Not Started,98,25000,Online,1
TRN00478,EMP00871,Legal,Technical Skills,2023-04-22,40,Completed,59,50000,Internal,1
TRN00479,EMP01729,Operations,Product Knowledge,2022-10-17,4,Not Started,81,25000,Internal,0
TRN00480,EMP01565,Marketing,Project Management,2022-11-27,4,Completed,57,50000,Internal,1
TRN00481,EMP01007,Marketing,Project Management,2024-02-10,40,Completed,90,10000,Internal,0
TRN00482,EMP00483,Data Analytics,Sales Training,2020-12-06,8,Completed,80,15000,Internal,0
TRN00483,EMP00996,Sales,Communication,2024-05-06,40,Not Started,94,25000,External,1
TRN00484,EMP00163,Engineering,Compliance,2023-09-05,40,In Progress,95,50000,Online,0
TRN00485,EMP01740,Legal,Leadership,2021-08-04,40,Completed,91,10000,External,1
TRN00486,EMP00063,Data Analytics,Technical Skills,2020-10-07,40,In Progress,92,25000,Internal,0
TRN00487,EMP00271,Legal,Compliance,2021-11-20,24,Completed,72,50000,External,0
TRN00488,EMP01230,Operations,Compliance,2024-07-11,4,Completed,89,15000,External,0
TRN00489,EMP01284,Product,Technical Skills,2020-10-03,24,Completed,84,25000,Internal,1
TRN00490,EMP00296,Finance,Communication,2021-09-05,16,Completed,60,15000,External,0
TRN00491,EMP00914,Customer Success,Data Analysis,2023-06-09,40,Not Started,85,25000,Online,1
TRN00492,EMP00672,Product,Leadership,2024-08-22,4,In Progress,96,5000,External,0
TRN00493,EMP01698,Operations,Agile Scrum,2022-09-04,24,Completed,79,5000,External,1
TRN00494,EMP00277,Customer Success,Project Management,2023-06-06,40,Completed,62,25000,Internal,0
TRN00495,EMP01353,Operations,Technical Skills,2020-01-19,24,In Progress,54,15000,Internal,0
TRN00496,EMP00812,HR,Agile Scrum,2021-01-04,4,Completed,99,5000,Online,1
TRN00497,EMP00004,Sales,Communication,2020-05-29,8,Completed,83,10000,External,0
TRN00498,EMP01350,Engineering,Project Management,2022-11-19,16,Not Started,81,15000,Online,0
TRN00499,EMP00693,HR,Leadership,2024-02-28,24,Completed,86,15000,External,0
TRN00500,EMP00241,Engineering,Excel & BI Tools,2021-02-02,8,Completed,75,15000,External,0
TRN00501,EMP01397,Legal,Excel & BI Tools,2023-08-22,4,Completed,50,50000,External,1
TRN00502,EMP00508,Product,Compliance,2020-10-04,40,Completed,63,25000,Internal,1
TRN00503,EMP00257,Customer Success,Excel & BI Tools,2023-09-20,24,Completed,90,15000,Internal,1
TRN00504,EMP01255,Marketing,Project Management,2022-06-26,16,Completed,99,15000,Internal,0
TRN00505,EMP00390,Operations,Product Knowledge,2024-09-02,4,Completed,74,5000,External,0
TRN00506,EMP00259,Product,Compliance,2021-03-15,4,Completed,62,25000,Internal,1
TRN00507,EMP00778,Product,Communication,2024-02-27,4,Completed,85,15000,Internal,0
TRN00508,EMP01870,Marketing,Technical Skills,2023-11-03,8,Completed,87,15000,External,1
TRN00509,EMP00250,HR,Communication,2021-03-19,24,Completed,50,50000,Internal,1
TRN00510,EMP00896,Legal,Leadership,2022-03-07,8,Not Started,82,5000,Online,1
TRN00511,EMP00323,Finance,Technical Skills,2024-07-21,8,In Progress,76,25000,Online,0
TRN00512,EMP00946,Sales,Excel & BI Tools,2023-04-14,4,In Progress,55,15000,External,1
TRN00513,EMP01280,Finance,Sales Training,2021-06-09,16,Completed,57,15000,Online,1
TRN00514,EMP01987,HR,Data Analysis,2021-02-05,4,Completed,97,25000,External,1
TRN00515,EMP01108,Marketing,Compliance,2024-11-05,8,In Progress,72,5000,Online,1
TRN00516,EMP01655,Data Analytics,Product Knowledge,2021-09-20,24,Completed,60,5000,External,0
TRN00517,EMP01793,Marketing,Project Management,2023-11-11,8,Completed,78,50000,Online,0
TRN00518,EMP01426,Legal,Agile Scrum,2024-10-07,24,Completed,77,25000,Online,0
TRN00519,EMP00284,Product,Excel & BI Tools,2024-02-21,8,Completed,50,15000,External,0
TRN00520,EMP01856,Sales,Agile Scrum,2024-05-18,24,Not Started,84,15000,Internal,0
TRN00521,EMP01617,Product,Leadership,2022-04-11,8,Completed,95,15000,Online,0
TRN00522,EMP00098,Legal,Project Management,2020-09-25,16,Completed,86,25000,External,0
